Date,Bill No,CustomerName,SalesType,GrossAmt,GST Amt,TotAmt
01/02/2024,14,    ,CASH,89.93,1.07,91
02/02/2024,1,    ,CARD,78.36,6.64,85
02/02/2024,2,    ,CASH,59.57,4.43,64
02/02/2024,3,    ,SPLIT,197.96,5.04,203
02/02/2024,4,    ,CARD,104,0,104
02/02/2024,5,    ,CASH,94.85,9.15,104
02/02/2024,6,    ,CASH,63.47,1.53,65
02/02/2024,7,    ,CARD,90.47,1.53,92
02/02/2024,8,    ,CASH,148.5,0,149
02/02/2024,9,    ,CASH,65.76,2.24,68
02/02/2024,10,    ,CASH,87.69,3.81,92
02/02/2024,11,    ,CASH,80,0,80
02/02/2024,12,    ,CARD,97,0,97
02/02/2024,13,    ,CASH,227.71,2.29,230
02/02/2024,14,    ,CASH,117,0,117
02/02/2024,15,    ,CASH,158,0,158
02/02/2024,16,    ,CASH,1179.1,28.4,1208
02/02/2024,17,    ,CASH,105,0,105
02/02/2024,18,    ,CASH,48.47,1.53,50
02/02/2024,20,    ,CASH,63,0,63
03/02/2024,1,    ,CASH,85.42,4.58,90
03/02/2024,2,    ,CASH,82.86,4.14,87
03/02/2024,3,    ,CARD,97.47,1.53,99
03/02/2024,4,    ,CASH,147,0,147
03/02/2024,5,    ,CASH,116,0,116
03/02/2024,6,    ,CASH,90,0,90
03/02/2024,7,    ,CASH,123.47,4.53,128
03/02/2024,8,    ,CASH,367.81,5.19,373
03/02/2024,9,    ,CASH,86.87,15.63,103
03/02/2024,10,    ,CASH,1218.02,21.98,1240
03/02/2024,11,    ,CASH,155.33,2.17,158
04/02/2024,1,    ,CASH,110.61,8.39,119
04/02/2024,2,    ,CASH,118,0,118
04/02/2024,3,    ,CASH,115,0,115
04/02/2024,4,    ,CASH,90.25,16.25,107
04/02/2024,5,    ,SPLIT,50,0,50
04/02/2024,6,    ,CARD,1020.46,42.04,1063
04/02/2024,7,    ,CARD,147,0,147
04/02/2024,8,    ,CASH,1019.66,31.84,1052
04/02/2024,9,    ,CARD,150.85,9.15,160
04/02/2024,10,    ,CASH,708.93,33.57,743
04/02/2024,11,    ,CASH,111.57,1.43,113
04/02/2024,12,    ,CARD,53.03,1.97,55
04/02/2024,13,    ,CASH,262.91,8.09,271
04/02/2024,14,    ,CASH,95.48,4.52,100
04/02/2024,15,    ,CASH,748.27,41.73,790
04/02/2024,16,    ,CASH,68,0,68
04/02/2024,17,    ,CASH,100,0,100
04/02/2024,18,    ,CASH,106,0,106
04/02/2024,19,    ,CASH,209.13,6.87,216
04/02/2024,20,    ,CASH,30,0,30
05/02/2024,1,    ,CASH,210.5,0,211
05/02/2024,2,    ,CARD,71.05,0.95,72
05/02/2024,3,    ,CASH,158.79,31.71,191
05/02/2024,4,    ,CARD,111,0,111
05/02/2024,5,    ,CARD,59.43,0.57,60
05/02/2024,6,    ,CASH,60,3,63
05/02/2024,7,    ,CASH,60,0,60
05/02/2024,8,    ,CASH,76,0,76
05/02/2024,9,    ,CASH,123.31,22.19,146
05/02/2024,10,    ,CASH,81,0,81
05/02/2024,11,    ,CARD,68,0,68
05/02/2024,12,    ,CASH,503.5,5.5,509
05/02/2024,13,    ,CASH,140,0,140
05/02/2024,14,    ,CASH,279.95,3.05,283
05/02/2024,15,    ,CASH,56.19,1.81,58
05/02/2024,16,    ,CASH,31,0,31
05/02/2024,17,    ,CASH,287,0,287
05/02/2024,18,    ,CASH,40,0,40
05/02/2024,19,    ,CASH,100,0,100
05/02/2024,20,    ,CARD,240.05,14.95,255
06/02/2024,1,    ,CASH,80.05,0.95,81
06/02/2024,2,    ,CASH,82,0,82
06/02/2024,3,    ,CASH,108,0,108
06/02/2024,4,    ,CARD,97,0,97
06/02/2024,5,    ,CARD,70.42,4.58,75
06/02/2024,6,    ,CASH,33,0,33
06/02/2024,7,    ,CARD,555.48,4.52,560
06/02/2024,8,    ,CASH,76.9,6.1,83
06/02/2024,9,    ,CASH,156,0,156
06/02/2024,10,    ,CASH,73.47,1.53,75
06/02/2024,11,    ,CASH,783.24,16.76,800
06/02/2024,12,    ,CASH,90,0,90
06/02/2024,13,    ,CASH,227.43,23.57,251
06/02/2024,14,    ,CASH,154,0,154
06/02/2024,15,    ,CASH,162.53,2.97,166
06/02/2024,16,    ,CARD,220,0,220
06/02/2024,17,    ,CASH,134,0,134
06/02/2024,18,    ,CASH,98,0,98
06/02/2024,19,    ,CARD,64,0,64
06/02/2024,20,    ,CASH,73.47,1.53,75
06/02/2024,21,    ,CARD,33.9,6.1,40
06/02/2024,22,    ,CASH,10,0,10
07/02/2024,1,    ,CASH,89.18,3.82,93
07/02/2024,2,    ,CARD,117.19,8.81,126
07/02/2024,3,    ,CASH,227,0,227
07/02/2024,4,    ,CARD,87,0,87
07/02/2024,5,    ,CASH,829.8,39.7,870
07/02/2024,6,    ,SPLIT,615.37,39.13,655
07/02/2024,7,    ,CASH,51,0,51
07/02/2024,8,    ,CASH,378.61,8.39,387
07/02/2024,9,    ,CASH,148.43,7.57,156
07/02/2024,10,    ,CARD,395.24,8.76,404
07/02/2024,11,    ,CASH,119,0,119
07/02/2024,12,    ,CASH,1023.67,44.83,1069
07/02/2024,13,    ,CASH,10,0,10
07/02/2024,14,    ,CASH,48.14,6.86,55
07/02/2024,15,    ,CASH,48.5,0,49
07/02/2024,16,    ,CARD,157,0,157
07/02/2024,17,    ,CASH,57,0,57
08/02/2024,1,    ,CARD,156,0,156
08/02/2024,2,    ,CARD,170.9,6.1,177
08/02/2024,3,    ,CASH,222.47,1.53,224
08/02/2024,4,    ,CASH,141,0,141
08/02/2024,5,    ,CASH,222.83,0.67,224
08/02/2024,6,    ,CASH,256.31,22.19,279
08/02/2024,7,    ,CASH,501,2,503
08/02/2024,8,    ,CASH,50,0,50
08/02/2024,9,    ,CASH,255.95,21.05,277
08/02/2024,10,    ,CARD,99.05,0.45,100
08/02/2024,11,    ,CASH,262.37,7.63,270
08/02/2024,12,    ,CASH,342.52,4.48,347
08/02/2024,13,    ,CASH,100,0,100
08/02/2024,14,    ,CASH,570.41,20.59,591
08/02/2024,15,    ,CASH,893.05,20.95,914
08/02/2024,16,    ,CASH,1235.93,13.07,1249
08/02/2024,17,    ,CARD,21,0,21
08/02/2024,18,    ,CASH,68,0,68
08/02/2024,19,    ,CASH,30,0,30
08/02/2024,20,    ,CASH,92.86,4.14,97
08/02/2024,21,    ,CARD,31.25,8.75,40
09/02/2024,1,    ,SPLIT,140,0,140
09/02/2024,2,    ,CASH,58.81,1.19,60
09/02/2024,3,    ,CASH,117.04,12.96,130
09/02/2024,4,    ,CASH,154.57,2.43,157
09/02/2024,5,    ,CARD,143.52,0.48,144
09/02/2024,6,    ,CASH,70,0,70
09/02/2024,7,    ,CASH,121,0,121
09/02/2024,8,    ,CASH,227,0,227
09/02/2024,9,    ,CASH,159.37,7.63,167
09/02/2024,10,    ,CASH,78,0,78
09/02/2024,11,    ,CASH,597.28,9.72,607
09/02/2024,12,    ,CASH,547,0,547
09/02/2024,13,    ,CASH,60,0,60
09/02/2024,14,    ,CASH,251.19,30.81,282
09/02/2024,15,    ,CASH,41.47,1.53,43
10/02/2024,1,    ,CASH,40,0,40
10/02/2024,2,    ,CASH,123,0,123
10/02/2024,3,    ,CASH,247.25,16.25,264
10/02/2024,4,    ,CARD,65,0,65
10/02/2024,5,    ,CASH,81,0,81
10/02/2024,6,    ,CASH,216.79,6.21,223
10/02/2024,7,    ,CARD,273,0,273
10/02/2024,8,    ,CASH,1043,0,1043
10/02/2024,9,    ,CASH,114,0,114
10/02/2024,10,    ,CASH,58.47,7.53,66
11/02/2024,1,    ,CASH,148.39,0.61,149
11/02/2024,2,    ,CASH,116,0,116
11/02/2024,3,    ,CASH,124,0,124
11/02/2024,4,    ,CASH,116,0,116
11/02/2024,5,    ,CASH,139,0,139
11/02/2024,6,    ,CASH,66,0,66
11/02/2024,7,    ,CASH,89,0,89
11/02/2024,8,    ,CARD,104,0,104
11/02/2024,9,    ,CASH,147,0,147
11/02/2024,10,    ,CASH,115,0,115
11/02/2024,11,    ,CASH,129.41,16.09,146
11/02/2024,12,    ,CASH,78.47,1.53,80
11/02/2024,13,    ,CASH,91,0,91
11/02/2024,14,    ,CASH,36,0,36
11/02/2024,15,    ,CARD,30.95,3.05,34
11/02/2024,16,    ,CASH,66,0,66
11/02/2024,17,    ,CASH,169.47,1.53,171
11/02/2024,18,    ,CASH,82,0,82
11/02/2024,19,    ,CASH,91,3,94
11/02/2024,20,    ,CASH,253,0,253
11/02/2024,21,    ,CASH,1117.46,19.54,1137
11/02/2024,22,    ,CASH,109,0,109
11/02/2024,23,    ,CARD,110,0,110
11/02/2024,24,    ,CASH,35.42,4.58,40
11/02/2024,25,    ,CASH,38,0,38
11/02/2024,26,    ,CASH,43.9,6.1,50
11/02/2024,27,    ,CARD,159,0,159
12/02/2024,1,    ,CASH,71,0,71
12/02/2024,2,    ,CASH,158.13,24.87,183
12/02/2024,3,    ,CASH,170,0,170
12/02/2024,4,    ,CASH,55.5,0,56
12/02/2024,5,    ,CASH,115,0,115
12/02/2024,6,    ,CASH,86.95,3.05,90
12/02/2024,7,    ,CASH,236.23,11.77,248
12/02/2024,8,    ,CASH,215.93,1.07,217
12/02/2024,9,    ,CASH,256.73,13.27,270
12/02/2024,10,    ,CASH,524,0,524
12/02/2024,11,    ,CASH,119,0,119
12/02/2024,12,    ,CASH,68,0,68
12/02/2024,13,    ,CASH,183.57,7.43,191
12/02/2024,14,    ,CARD,333,0,333
12/02/2024,15,    ,CASH,15,0,15
12/02/2024,16,    ,CASH,1005.5,0,1006
12/02/2024,17,    ,CASH,69,0,69
12/02/2024,18,    ,CASH,54,0,54
12/02/2024,19,    ,CASH,15,0,15
12/02/2024,20,    ,CASH,133.66,3.84,138
12/02/2024,21,    ,CASH,50,0,50
12/02/2024,22,    ,CASH,70,0,70
13/02/2024,1,    ,CASH,139.95,2.05,142
13/02/2024,2,    ,CASH,91,0,91
13/02/2024,3,    ,CASH,103,0,103
13/02/2024,4,    ,CASH,178,0,178
13/02/2024,5,    ,CASH,64,0,64
13/02/2024,6,    ,CASH,719.91,17.09,737
13/02/2024,7,    ,CASH,63,0,63
13/02/2024,8,    ,CARD,181.36,32.64,214
13/02/2024,9,    ,CASH,157.55,5.95,164
13/02/2024,10,    ,CASH,186.71,2.29,189
13/02/2024,11,    ,CARD,272.19,3.81,276
13/02/2024,12,    ,CASH,179,0,179
13/02/2024,13,    ,CASH,54,0,54
13/02/2024,14,    ,CASH,56,0,56
14/02/2024,1,    ,CASH,136.5,0,137
14/02/2024,2,    ,CASH,156.93,1.07,158
14/02/2024,3,    ,CASH,71.95,2.05,74
14/02/2024,4,    ,CASH,201.14,6.86,208
14/02/2024,5,    ,CARD,60,0,60
14/02/2024,6,    ,CARD,210,0,210
14/02/2024,7,    ,CASH,66,0,66
14/02/2024,8,    ,CASH,175.8,3.2,179
14/02/2024,9,    ,CASH,98,0,98
14/02/2024,10,    ,CASH,196.24,0.76,197
14/02/2024,11,    ,CASH,400.98,13.02,414
14/02/2024,12,    ,CASH,16.95,3.05,20
14/02/2024,13,    ,CASH,28,0,28
14/02/2024,14,    ,CASH,113,0,113
14/02/2024,15,    ,CASH,30,0,30
14/02/2024,16,    ,CASH,117.47,1.53,119
14/02/2024,17,    ,CASH,20,0,20
14/02/2024,18,    ,CASH,75.24,0.76,76
15/02/2024,1,    ,CARD,424.1,11.9,436
15/02/2024,2,    ,CARD,42,0,42
16/02/2024,1,    ,CASH,116,0,116
16/02/2024,2,    ,CARD,115,0,115
16/02/2024,3,    ,CASH,82,0,82
16/02/2024,4,    ,CARD,149.8,3.2,153
16/02/2024,5,    ,CASH,129.48,2.52,132
16/02/2024,6,    ,CASH,117,0,117
16/02/2024,8,    ,CARD,262.5,0,263
16/02/2024,9,    ,CASH,1038.37,7.63,1046
16/02/2024,10,    ,CARD,142,0,142
16/02/2024,11,    ,CASH,402.48,11.02,414
16/02/2024,12,    ,CASH,159.47,1.53,161
16/02/2024,13,    ,CASH,93,0,93
16/02/2024,14,    ,CASH,50,0,50
16/02/2024,15,    ,CASH,58.47,1.53,60
16/02/2024,16,    ,CASH,40,0,40
16/02/2024,17,    ,CASH,294,0,294
16/02/2024,18,    ,CASH,31.43,0.57,32
17/02/2024,1,    ,CASH,84.39,9.61,94
17/02/2024,2,    ,CARD,140,0,140
17/02/2024,3,    ,CASH,164,0,164
17/02/2024,4,    ,CASH,84.75,15.25,100
17/02/2024,5,    ,CASH,172,0,172
17/02/2024,6,    ,CARD,120,0,120
17/02/2024,7,    ,CARD,60,0,60
17/02/2024,8,    ,CARD,107.47,1.53,109
17/02/2024,9,    ,CARD,86,0,86
17/02/2024,10,    ,CASH,137,0,137
17/02/2024,11,    ,CASH,121.29,8.01,129
17/02/2024,12,    ,CASH,553.69,3.81,558
17/02/2024,13,    ,CASH,80.42,4.58,85
17/02/2024,14,    ,CASH,92,0,92
17/02/2024,15,    ,CASH,265.05,3.95,269
17/02/2024,16,    ,CASH,461.51,5.49,467
17/02/2024,17,    ,CASH,337.18,14.82,352
17/02/2024,18,    ,CASH,32.47,1.53,34
17/02/2024,19,    ,CASH,31,0,31
17/02/2024,20,    ,CASH,63,0,63
17/02/2024,21,    ,CASH,147,0,147
17/02/2024,22,    ,CASH,58,0,58
18/02/2024,1,    ,CASH,366.83,12.17,379
18/02/2024,2,    ,CARD,91.1,1.9,93
18/02/2024,3,    ,CASH,66,0,66
18/02/2024,4,    ,CASH,267.18,12.82,280
18/02/2024,5,    ,CASH,105,4,109
18/02/2024,6,    ,CASH,88.32,1.68,90
18/02/2024,7,    ,CARD,70.42,4.58,75
18/02/2024,8,    ,CASH,267.86,2.14,270
18/02/2024,9,    ,CASH,175,0,175
18/02/2024,10,    ,CASH,85,0,85
18/02/2024,11,    ,CASH,169.47,1.53,171
18/02/2024,12,    ,CARD,105,0,105
18/02/2024,13,    ,CASH,807.68,34.82,843
18/02/2024,14,    ,CASH,158.95,3.05,162
18/02/2024,15,    ,CASH,526.55,13.45,540
18/02/2024,16,    ,CASH,157.37,7.63,165
18/02/2024,17,    ,CASH,166,4,170
18/02/2024,18,    ,CASH,127.26,12.74,140
18/02/2024,19,    ,CASH,85,0,85
19/02/2024,1,    ,CASH,116,0,116
19/02/2024,2,    ,CARD,69,0,69
19/02/2024,3,    ,CARD,124.57,3.43,128
19/02/2024,4,    ,CASH,51,0,51
19/02/2024,5,    ,CASH,106,0,106
19/02/2024,6,    ,CASH,95,0,95
19/02/2024,7,    ,CASH,290,0,290
19/02/2024,8,    ,CASH,109,0,109
19/02/2024,9,    ,CASH,780.39,4.61,785
19/02/2024,10,    ,CASH,69,0,69
19/02/2024,11,    ,CASH,40,0,40
19/02/2024,12,    ,CASH,126,0,126
19/02/2024,13,    ,CARD,62,0,62
20/02/2024,1,    ,CASH,102,0,102
20/02/2024,2,    ,CARD,129,0,129
20/02/2024,3,    ,CASH,51.39,5.11,57
20/02/2024,4,    ,CASH,78.95,3.05,82
20/02/2024,5,    ,CASH,100,0,100
20/02/2024,6,    ,SPLIT,244.05,5.95,250
20/02/2024,7,    ,CASH,79.05,0.95,80
20/02/2024,8,    ,CASH,78,0,78
20/02/2024,9,    ,CASH,33.47,1.53,35
20/02/2024,10,    ,CASH,127.9,4.6,133
20/02/2024,11,    ,CASH,138,0,138
20/02/2024,12,    ,CASH,60,0,60
20/02/2024,13,    ,CASH,496.19,3.81,500
20/02/2024,14,    ,CASH,217.22,9.78,227
20/02/2024,15,    ,CASH,262.9,6.1,269
20/02/2024,16,    ,CASH,10,0,10
20/02/2024,17,    ,CASH,40,0,40
20/02/2024,18,    ,CASH,326,0,326
20/02/2024,19,    ,CASH,475.81,9.69,486
20/02/2024,20,    ,CASH,167.93,1.07,169
20/02/2024,21,    ,CASH,294,0,294
20/02/2024,22,    ,CASH,13,0,13
20/02/2024,23,    ,CASH,80,0,80
21/02/2024,1,    ,CASH,46,0,46
21/02/2024,2,    ,CASH,112,0,112
21/02/2024,3,    ,CASH,247,0,247
21/02/2024,4,    ,CASH,196.5,38.5,235
21/02/2024,5,    ,CASH,46,0,46
21/02/2024,6,    ,CARD,55,0,55
21/02/2024,7,    ,CASH,52,0,52
21/02/2024,8,    ,CASH,211,0,211
21/02/2024,9,    ,CASH,46,0,46
21/02/2024,10,    ,CASH,72,0,72
21/02/2024,11,    ,CASH,170,0,170
21/02/2024,12,    ,CASH,502.98,15.02,518
21/02/2024,13,    ,CASH,500.1,19.9,520
21/02/2024,14,    ,CASH,30,0,30
21/02/2024,15,    ,CASH,98.19,3.81,102
22/02/2024,1,    ,CARD,58,0,58
22/02/2024,2,    ,CASH,141,0,141
22/02/2024,3,    ,CASH,158.79,31.71,191
22/02/2024,4,    ,CASH,60.52,0.48,61
22/02/2024,5,    ,CASH,196.29,7.21,204
22/02/2024,6,    ,CARD,137,0,137
22/02/2024,7,    ,CASH,262.81,1.19,264
22/02/2024,8,    ,SPLIT,132.95,3.05,136
22/02/2024,9,    ,CARD,207.1,20.9,228
22/02/2024,10,    ,CASH,135.95,3.05,139
22/02/2024,11,    ,CASH,469.19,30.35,500
22/02/2024,12,    ,CASH,96,0,96
22/02/2024,13,    ,CASH,343.95,3.05,347
22/02/2024,14,    ,CASH,30,0,30
22/02/2024,15,    ,CASH,28,0,28
22/02/2024,16,    ,CASH,883.68,29.32,913
22/02/2024,17,    ,CASH,79.05,3.95,83
22/02/2024,18,    ,CASH,120,0,120
22/02/2024,19,    ,CASH,335.25,8.75,344
22/02/2024,20,    ,CASH,46,0,46
22/02/2024,21,    ,CASH,41.97,5.03,47
22/02/2024,22,    ,CASH,89.37,7.63,97
22/02/2024,23,    ,CASH,90,4.5,95
22/02/2024,24,    ,CASH,25.42,4.58,30
23/02/2024,1,    ,CASH,104,0,104
23/02/2024,2,    ,CASH,82,0,82
23/02/2024,3,    ,CASH,91.42,4.58,96
23/02/2024,4,    ,CASH,148,0,148
23/02/2024,5,    ,CASH,107.5,0,108
23/02/2024,6,    ,CASH,250.25,29.75,280
23/02/2024,7,    ,CASH,131.43,3.07,135
23/02/2024,8,    ,CASH,1130.04,14.96,1145
23/02/2024,9,    ,CASH,147,0,147
23/02/2024,10,    ,CASH,60,0,60
24/02/2024,1,    ,CASH,82.02,0.48,83
24/02/2024,2,    ,CASH,89,0,89
24/02/2024,3,    ,CASH,125,0,125
24/02/2024,4,    ,CASH,98.93,1.07,100
24/02/2024,5,    ,CASH,126.7,18.3,145
24/02/2024,6,    ,CASH,137.61,8.39,146
24/02/2024,7,    ,CASH,68,0,68
24/02/2024,8,    ,CASH,262,0,262
24/02/2024,9,    ,CASH,217,0,217
24/02/2024,10,    ,CARD,135,0,135
24/02/2024,11,    ,CASH,240,0,240
24/02/2024,12,    ,CASH,601.21,16.79,618
24/02/2024,13,    ,CASH,15,0,15
24/02/2024,14,    ,CASH,228,0,228
24/02/2024,15,    ,CASH,147,0,147
24/02/2024,16,    ,CASH,116.95,3.05,120
25/02/2024,1,    ,CASH,82,0,82
25/02/2024,2,    ,CASH,119,0,119
25/02/2024,3,    ,CASH,83,0,83
25/02/2024,4,    ,CASH,98.1,1.9,100
25/02/2024,5,    ,CASH,82.17,2.83,85
25/02/2024,6,    ,SPLIT,248,0,248
25/02/2024,7,    ,CASH,84.71,2.29,87
25/02/2024,8,    ,CASH,57,0,57
25/02/2024,9,    ,CASH,106,0,106
25/02/2024,10,    ,CASH,93.22,16.78,110
25/02/2024,11,    ,CASH,117,0,117
25/02/2024,12,    ,CASH,124.32,10.68,135
25/02/2024,13,    ,CASH,1728.81,26.69,1756
25/02/2024,14,    ,CASH,38,0,38
25/02/2024,15,    ,CASH,20,0,20
25/02/2024,16,    ,CASH,23,0,23
25/02/2024,17,    ,CASH,125.95,3.05,129
25/02/2024,18,    ,CARD,114.4,20.6,135
26/02/2024,1,    ,CASH,344,0,344
26/02/2024,2,    ,CASH,494.39,14.11,509
26/02/2024,3,    ,CASH,162,0,162
26/02/2024,4,    ,CARD,284.94,19.06,304
26/02/2024,5,    ,CASH,70,0,70
26/02/2024,6,    ,CASH,69,0,69
26/02/2024,7,    ,CASH,669.81,6.19,676
26/02/2024,8,    ,CASH,839.62,28.38,868
26/02/2024,9,    ,CASH,55,0,55
26/02/2024,10,    ,CASH,59.32,10.68,70
27/02/2024,1,    ,CASH,96.52,0.48,97
27/02/2024,2,    ,CARD,201,0,201
27/02/2024,3,    ,CASH,180.56,2.44,183
27/02/2024,4,    ,CASH,77.31,13.19,91
27/02/2024,5,    ,CASH,85,0,85
27/02/2024,6,    ,CASH,95,0,95
27/02/2024,7,    ,CARD,100.8,0,101
27/02/2024,8,    ,CASH,143.05,13.45,157
27/02/2024,9,    ,CASH,145,0,145
27/02/2024,10,    ,CASH,182.43,3.07,186
27/02/2024,11,    ,CASH,100.47,1.53,102
27/02/2024,12,    ,CASH,51.52,0.48,52
27/02/2024,13,    ,CASH,918.06,11.94,930
27/02/2024,14,    ,CASH,417.8,8.7,427
27/02/2024,15,    ,CARD,413.85,9.15,423
27/02/2024,16,    ,CASH,478.98,11.02,490
27/02/2024,17,    ,CASH,5,0,5
27/02/2024,18,    ,CASH,38,0,38
27/02/2024,19,    ,CASH,56.59,1.91,59
27/02/2024,20,    ,CASH,50,0,50
28/02/2024,1,    ,CASH,108.32,1.68,110
28/02/2024,2,    ,CASH,115.95,3.05,119
28/02/2024,3,    ,CASH,107.28,2.72,110
28/02/2024,4,    ,CARD,120,0,120
28/02/2024,5,    ,CARD,128,0,128
28/02/2024,6,    ,CASH,98.47,1.53,100
28/02/2024,7,    ,CASH,60,0,60
28/02/2024,8,    ,CASH,90.29,0.71,91
28/02/2024,9,    ,CARD,49.24,5.26,55
28/02/2024,10,    ,CASH,84.85,9.15,94
28/02/2024,11,    ,CASH,204,0,204
28/02/2024,12,    ,CASH,949.89,16.11,966
28/02/2024,13,    ,CASH,85,0,85
28/02/2024,14,    ,CASH,237.11,2.14,239
28/02/2024,15,    ,CASH,40,0,40
28/02/2024,16,    ,CASH,147,0,147
29/02/2024,1,    ,CASH,286.8,15.2,302
29/02/2024,2,    ,CASH,67.49,8.01,76
29/02/2024,3,    ,CARD,121.8,12.2,134
29/02/2024,4,    ,CASH,58,0,58
29/02/2024,5,    ,CASH,898.06,7.94,906
29/02/2024,6,    ,CASH,1328.21,34.79,1363
29/02/2024,7,    ,CASH,38,0,38
01/03/2024,1,    ,CASH,237.64,8.36,246
01/03/2024,2,    ,CARD,147.65,8.85,157
01/03/2024,3,    ,CARD,963,0,963
01/03/2024,4,    ,CASH,40,0,40
01/03/2024,5,    ,CASH,83.47,15.03,99
01/03/2024,6,    ,CASH,113.86,2.14,116
01/03/2024,7,    ,CASH,216.78,28.22,245
01/03/2024,8,    ,CASH,215.62,10.38,226
01/03/2024,9,    ,CASH,79.47,1.53,81
01/03/2024,10,    ,CASH,51,0,51
01/03/2024,11,    ,CASH,1095.26,14.24,1110
01/03/2024,12,    ,CASH,202.42,4.58,207
01/03/2024,13,    ,CASH,348.15,1.85,350
01/03/2024,14,    ,CASH,280.17,28.83,309
01/03/2024,15,    ,CASH,130.14,6.86,137
01/03/2024,16,    ,CASH,40.5,0,41
01/03/2024,17,    ,CASH,37.41,3.59,41
01/03/2024,18,    ,CASH,59.32,10.68,70
02/03/2024,1,    ,CASH,143.47,1.53,145
02/03/2024,2,    ,CASH,50,0,50
02/03/2024,3,    ,CASH,42.37,7.63,50
02/03/2024,4,    ,CARD,60,0,60
02/03/2024,5,    ,CASH,78.5,0,79
02/03/2024,6,    ,CASH,98.89,9.11,108
02/03/2024,7,    ,CASH,69.95,3.05,73
02/03/2024,8,    ,CASH,89,4,93
02/03/2024,9,    ,CASH,83,0,83
02/03/2024,10,    ,CARD,72.03,12.97,85
02/03/2024,11,    ,CASH,289.04,17.46,307
02/03/2024,12,    ,CASH,82.71,11.29,94
02/03/2024,13,    ,CASH,49,0,49
02/03/2024,14,    ,CASH,1060.57,16.43,1077
02/03/2024,15,    ,CARD,158,0,158
02/03/2024,16,    ,CASH,46,0,46
03/03/2024,1,    ,CARD,111.37,7.63,119
03/03/2024,2,    ,SPLIT,60,0,60
03/03/2024,3,    ,CASH,96,0,96
03/03/2024,4,    ,CASH,110.93,1.07,112
03/03/2024,5,    ,CARD,76.53,2.97,80
03/03/2024,6,    ,CASH,55,0,55
03/03/2024,7,    ,CASH,289.27,13.73,303
03/03/2024,8,    ,CASH,201.35,23.65,225
03/03/2024,9,    ,CARD,187.5,0,188
03/03/2024,10,    ,CARD,73.9,6.1,80
03/03/2024,11,    ,CASH,1169.64,21.36,1191
03/03/2024,12,    ,CASH,1127.02,37.98,1165
03/03/2024,13,    ,CASH,37.47,1.53,39
03/03/2024,14,    ,CASH,50,0,50
03/03/2024,15,    ,CASH,37.76,0.24,38
05/03/2024,1,    ,CASH,73.84,9.16,83
05/03/2024,2,    ,CASH,95.21,12.29,108
05/03/2024,3,    ,CASH,102,0,102
05/03/2024,4,    ,CASH,46,0,46
05/03/2024,5,    ,CASH,150.05,5.95,156
05/03/2024,6,    ,CASH,73.28,2.72,76
05/03/2024,7,    ,CASH,197.49,10.01,208
05/03/2024,8,    ,CASH,135.93,1.07,137
05/03/2024,9,    ,CASH,143,0,143
05/03/2024,10,    ,CASH,58.44,5.56,64
05/03/2024,11,    ,CASH,655.01,19.99,675
05/03/2024,12,    ,CASH,30,0,30
05/03/2024,13,    ,CASH,102.18,5.82,108
05/03/2024,14,    ,CASH,102.63,10.37,113
05/03/2024,15,    ,CASH,230.97,1.53,233
05/03/2024,16,    ,CASH,346.27,9.23,356
05/03/2024,17,    ,CASH,67,0,67
05/03/2024,18,    ,CASH,168.31,8.69,177
05/03/2024,19,    ,CASH,172.88,31.12,204
05/03/2024,20,    ,CASH,95.37,7.63,103
05/03/2024,21,    ,CASH,45.76,8.24,54
05/03/2024,22,    ,CARD,89.32,10.68,100
05/03/2024,23,    ,CASH,773.84,4.16,778
05/03/2024,24,    ,CASH,15,0,15
05/03/2024,25,    ,CASH,108.14,6.86,115
05/03/2024,26,    ,CASH,234.29,11.71,246
06/03/2024,1,    ,CASH,319.42,4.58,324
06/03/2024,2,    ,CASH,58,0,58
06/03/2024,3,    ,CASH,67,3,70
06/03/2024,4,    ,CARD,117.79,12.21,130
06/03/2024,5,    ,CARD,129.71,2.29,132
06/03/2024,6,    ,CASH,1397.85,26.15,1424
06/03/2024,7,    ,CASH,68,0,68
06/03/2024,8,    ,CASH,69,0,69
06/03/2024,9,    ,CARD,50,0,50
07/03/2024,1,    ,CASH,77.31,13.19,91
07/03/2024,2,    ,CASH,172,0,172
07/03/2024,3,    ,CARD,744.5,0,745
07/03/2024,4,    ,CASH,364,0,364
07/03/2024,5,    ,CASH,960.3,59.2,1020
07/03/2024,6,    ,CASH,118.2,11.8,130
07/03/2024,7,    ,CASH,156.05,2.95,159
07/03/2024,8,    ,CASH,157.05,5.95,163
07/03/2024,9,    ,CASH,91,0,91
08/03/2024,1,    ,CASH,94.52,0.48,95
08/03/2024,2,    ,SPLIT,71,0,71
08/03/2024,3,    ,CASH,265,0,265
08/03/2024,4,    ,CARD,145.34,12.66,158
08/03/2024,5,    ,CASH,58.47,1.53,60
08/03/2024,6,    ,CASH,50.85,9.15,60
08/03/2024,7,    ,CASH,139.8,3.7,144
08/03/2024,8,    ,CASH,64.95,3.05,68
08/03/2024,9,    ,CASH,106.72,6.78,114
08/03/2024,10,    ,CASH,211.93,1.07,213
08/03/2024,11,    ,CASH,57.94,3.06,61
08/03/2024,12,    ,CASH,106,0,106
08/03/2024,13,    ,CASH,74,0,74
08/03/2024,14,    ,CASH,82.5,0,83
08/03/2024,15,    ,CASH,1080.66,18.84,1100
